,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_questions,consequent_questions,support_pct,confidence_pct
3294400,frozenset({'Q70_63.89293945455572'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[70],"[29, 30]",100.0,100.0
3294399,frozenset({'Q29_Nutzung quad Newsletter'}),"frozenset({'Q70_63.89293945455572', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[70, 30]",100.0,100.0
3294398,"frozenset({'Q70_63.89293945455572', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Nutzung quad Newsletter'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[70, 30]",[29],100.0,100.0
3294003,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q76_83.2695611882146', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[76, 30]",100.0,100.0
3294001,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q76_83.2695611882146'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[76],100.0,100.0
3294000,"frozenset({'Q29_Personen im Haushalt.3', 'Q76_83.2695611882146'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 76]",[30],100.0,100.0
3293999,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q76_94.55611866412475', 'Q29_Personen im Haushalt.3'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[76, 29]",100.0,100.0
3293998,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q76_94.55611866412475', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[76, 30]",100.0,100.0
3293997,frozenset({'Q76_94.55611866412475'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[76],"[29, 30]",100.0,100.0
3293996,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q76_94.55611866412475'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[76],100.0,100.0
3293995,"frozenset({'Q76_94.55611866412475', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[76, 30]",[29],100.0,100.0
3293994,"frozenset({'Q76_94.55611866412475', 'Q29_Personen im Haushalt.3'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[76, 29]",[30],100.0,100.0
3293993,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q89_BKK (Fortsetzung).17'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 89]",100.0,100.0
3293992,frozenset({'Q89_BKK (Fortsetzung).17'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[89],"[29, 30]",100.0,100.0
3293991,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q89_BKK (Fortsetzung).17', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[89, 30]",100.0,100.0
3293990,"frozenset({'Q89_BKK (Fortsetzung).17', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[89, 30]",[29],100.0,100.0
3293989,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q89_BKK (Fortsetzung).17'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[89],100.0,100.0
3293988,"frozenset({'Q29_Personen im Haushalt.3', 'Q89_BKK (Fortsetzung).17'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 89]",[30],100.0,100.0
3293987,frozenset({'Q89_BKK.5'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[89],"[29, 30]",100.0,100.0
3294002,"frozenset({'Q76_83.2695611882146', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[76, 30]",[29],100.0,100.0
3294004,frozenset({'Q76_83.2695611882146'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[76],"[29, 30]",100.0,100.0
3293985,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q89_BKK.5'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[30, 89]",100.0,100.0
3294005,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q76_83.2695611882146'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 76]",100.0,100.0
3294020,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q62_Beruf.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[62],100.0,100.0
3294019,"frozenset({'Q62_Beruf.1', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[62, 30]",[29],100.0,100.0
3294018,"frozenset({'Q62_Beruf.1', 'Q29_Personen im Haushalt.3'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[62, 29]",[30],100.0,100.0
3294017,frozenset({'Q62_BIK-Stadtregion (in Tausend).4'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[62],"[29, 30]",100.0,100.0
3294016,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q62_BIK-Stadtregion (in Tausend).4'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 62]",100.0,100.0
3294015,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q62_BIK-Stadtregion (in Tausend).4'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[30, 62]",100.0,100.0
3294014,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q62_BIK-Stadtregion (in Tausend).4'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 62]",[29],100.0,100.0
3294013,"frozenset({'Q29_Personen im Haushalt.3', 'Q62_BIK-Stadtregion (in Tausend).4'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 62]",[30],100.0,100.0
3294012,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q62_BIK-Stadtregion (in Tausend).4'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[62],100.0,100.0
3294011,frozenset({'Q76_80.46947200696766'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[76],"[29, 30]",100.0,100.0
3294010,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q76_80.46947200696766'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 76]",100.0,100.0
3294009,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q76_80.46947200696766'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[30, 76]",100.0,100.0
3294008,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q76_80.46947200696766'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 76]",[29],100.0,100.0
3294007,"frozenset({'Q29_Personen im Haushalt.3', 'Q76_80.46947200696766'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 76]",[30],100.0,100.0
3294006,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q76_80.46947200696766'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[76],100.0,100.0
3293986,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q89_BKK.5'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 89]",100.0,100.0
3293984,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q89_BKK.5'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 89]",[29],100.0,100.0
3293947,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q58_Kontaktaufn.: Videotelefonie'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[58],100.0,100.0
3293965,"frozenset({'Q59_Geschlecht', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[59, 30]",[29],100.0,100.0
3293963,frozenset({'Q59_BKK (Fortsetzung).8'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[59],"[29, 30]",100.0,100.0
3293962,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q59_BKK (Fortsetzung).8'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 59]",100.0,100.0
3293961,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q59_BKK (Fortsetzung).8'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[30, 59]",100.0,100.0
3293960,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q59_BKK (Fortsetzung).8'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 59]",[29],100.0,100.0
3293959,"frozenset({'Q29_Personen im Haushalt.3', 'Q59_BKK (Fortsetzung).8'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 59]",[30],100.0,100.0
3293958,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q59_BKK (Fortsetzung).8'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[59],100.0,100.0
3293957,frozenset({'Q58_Nutzung quad Video-/Onlineberatung'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[58],"[29, 30]",100.0,100.0
3293956,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q58_Nutzung quad Video-/Onlineberatung', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[58, 30]",100.0,100.0
3293955,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q58_Nutzung quad Video-/Onlineberatung'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 58]",100.0,100.0
3293954,"frozenset({'Q29_Personen im Haushalt.3', 'Q58_Nutzung quad Video-/Onlineberatung'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 58]",[30],100.0,100.0
3293953,"frozenset({'Q58_Nutzung quad Video-/Onlineberatung', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[58, 30]",[29],100.0,100.0
3293952,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q58_Nutzung quad Video-/Onlineberatung'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[58],100.0,100.0
3293951,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q58_Kontaktaufn.: Videotelefonie'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 58]",100.0,100.0
3293950,frozenset({'Q58_Kontaktaufn.: Videotelefonie'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[58],"[29, 30]",100.0,100.0
3293949,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q58_Kontaktaufn.: Videotelefonie', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[58, 30]",100.0,100.0
3293964,"frozenset({'Q59_Geschlecht', 'Q29_Personen im Haushalt.3'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[59, 29]",[30],100.0,100.0
3293966,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q59_Geschlecht'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[59],100.0,100.0
3293983,"frozenset({'Q29_Personen im Haushalt.3', 'Q89_BKK.5'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 89]",[30],100.0,100.0
3293967,frozenset({'Q59_Geschlecht'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[59],"[29, 30]",100.0,100.0
3293982,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q89_BKK.5'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[89],100.0,100.0
3293981,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q89_BKK'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 89]",100.0,100.0
3293980,frozenset({'Q89_BKK'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[89],"[29, 30]",100.0,100.0
3293979,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q89_BKK', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[89, 30]",100.0,100.0
3293978,"frozenset({'Q89_BKK', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[89, 30]",[29],100.0,100.0
3293977,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q89_BKK'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[89],100.0,100.0
3293976,"frozenset({'Q29_Personen im Haushalt.3', 'Q89_BKK'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 89]",[30],100.0,100.0
3293975,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q59_Geschlecht.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 59]",100.0,100.0
3293974,frozenset({'Q59_Geschlecht.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[59],"[29, 30]",100.0,100.0
3293973,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q59_Geschlecht.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[30, 59]",100.0,100.0
3293972,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q59_Geschlecht.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[30, 59]",[29],100.0,100.0
3293971,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q59_Geschlecht.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[59],100.0,100.0
3293970,"frozenset({'Q29_Personen im Haushalt.3', 'Q59_Geschlecht.1'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 59]",[30],100.0,100.0
3293969,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q59_Geschlecht', 'Q29_Personen im Haushalt.3'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[59, 29]",100.0,100.0
3293968,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q59_Geschlecht', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[59, 30]",100.0,100.0
3294021,frozenset({'Q62_Beruf.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[62],"[29, 30]",100.0,100.0
3294022,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q62_Beruf.1', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[62, 30]",100.0,100.0
3294023,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q62_Beruf.1', 'Q29_Personen im Haushalt.3'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[62, 29]",100.0,100.0
3294078,"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Arbeitswochenstunden.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[108],100.0,100.0
3294076,frozenset({'Q108_Personen im Haushalt.2'}),"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[108],"[29, 30]",100.0,100.0
3294075,frozenset({'Q29_BIK-Stadtregion (in Tausend)'}),"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[108, 30]",100.0,100.0
3294074,"frozenset({'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_BIK-Stadtregion (in Tausend)'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[108, 30]",[29],100.0,100.0
3294073,"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q108_Personen im Haushalt.2'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[108],100.0,100.0
3294072,"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q108_Personen im Haushalt.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 108]",[30],100.0,100.0
3294071,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q29_BIK-Stadtregion (in Tausend)'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 29]",100.0,100.0
3294070,frozenset({'Q29_BIK-Stadtregion (in Tausend)'}),"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[29, 30]",100.0,100.0
3294069,frozenset({'Q29_Nutzung quad Newsletter'}),"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[29, 30]",100.0,100.0
3294068,"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Nutzung quad Newsletter'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[29],100.0,100.0
3294067,"frozenset({'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_BIK-Stadtregion (in Tausend)'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 30]",[29],100.0,100.0
3294066,"frozenset({'Q29_Nutzung quad Newsletter', 'Q29_BIK-Stadtregion (in Tausend)'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 29]",[30],100.0,100.0
3294065,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q88_Berufstätigkeit des Befragten.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 88]",100.0,100.0
3294064,frozenset({'Q88_Berufstätigkeit des Befragten.2'}),"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[88],"[29, 30]",100.0,100.0
3294063,frozenset({'Q29_Personen im Haushalt.3'}),"frozenset({'Q88_Berufstätigkeit des Befragten.2', 'Q30_Berufstätigkeit des Befragten.1'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[29],"[88, 30]",100.0,100.0
3294062,"frozenset({'Q88_Berufstätigkeit des Befragten.2', 'Q30_Berufstätigkeit des Befragten.1'})",frozenset({'Q29_Personen im Haushalt.3'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[88, 30]",[29],100.0,100.0
3294077,frozenset({'Q30_Berufstätigkeit des Befragten.1'}),"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q108_Personen im Haushalt.2'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,[30],"[29, 108]",100.0,100.0
3294079,"frozenset({'Q29_BIK-Stadtregion (in Tausend)', 'Q108_Arbeitswochenstunden.2'})",frozenset({'Q30_Berufstätigkeit des Befragten.1'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0,"[29, 108]",[30],100.0,100.0
